P_USER,P_CUR_ORG,TU_DON_VI,DEN_DON_VI,FROM_DATE,TO_DATE,TEN_TAP_DOAN,VNM_LOGO,CATEGORY,SOURCE,DOCUMENT_NUMBER,CURRENCY,STATUS,JOURNAL,PREIOD,CREATION_DATE,USER_NAME,REFERENCE,LINE,SEGMENT1,SEGMENT2,SEGMENT3,SEGMENT4,SEGMENT5,SEGMENT6,SEGMENT7,SEGMENT8,SEGMENT9,SEGMENT10,ENTERED_DR,ENTERED_CR,JL_DESCRIPTION,DOC_NUM,ACTUAL_FLAG,BATCH_NAME,INV_VOUCHER_NO,EFFECTIVE_DATE,ACCOUNTED_DR,ACCOUNTED_CR,EXTRA_COL
,,,,,,,,,,,,,,,,,,,,,,,MH71,,,,,,,,,,,,,31/08/2024,182007882.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH75,,,,,,,,,,,,,31/08/2024,148513712.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH77,,,,,,,,,,,,,31/08/2024,58927050.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP01,,,,,,,,,,,,,31/08/2024,83049324.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP02,,,,,,,,,,,,,31/08/2024,131769836.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP04,,,,,,,,,,,,,31/08/2024,29886604.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP05,,,,,,,,,,,,,31/08/2024,64275927.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP06,,,,,,,,,,,,,31/08/2024,18231208.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP09,,,,,,,,,,,,,31/08/2024,118617049.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP11,,,,,,,,,,,,,31/08/2024,98493770.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP12,,,,,,,,,,,,,31/08/2024,119630804.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH71,,,,,,,,,,,,,30/09/2024,136477623.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH75,,,,,,,,,,,,,30/09/2024,167537196.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH77,,,,,,,,,,,,,30/09/2024,66128650.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP01,,,,,,,,,,,,,30/09/2024,206712433.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP02,,,,,,,,,,,,,30/09/2024,61841054.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP04,,,,,,,,,,,,,30/09/2024,168009166.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP05,,,,,,,,,,,,,30/09/2024,102065666.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP06,,,,,,,,,,,,,30/09/2024,30989141.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP09,,,,,,,,,,,,,30/09/2024,188310012.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP11,,,,,,,,,,,,,30/09/2024,71049310.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP12,,,,,,,,,,,,,30/09/2024,165555123.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH71,,,,,,,,,,,,,31/10/2024,193537654.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH75,,,,,,,,,,,,,31/10/2024,115519700.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH77,,,,,,,,,,,,,31/10/2024,45576933.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP01,,,,,,,,,,,,,31/10/2024,106783794.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP02,,,,,,,,,,,,,31/10/2024,30715773.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP04,,,,,,,,,,,,,31/10/2024,9846265.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP05,,,,,,,,,,,,,31/10/2024,120837170.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP06,,,,,,,,,,,,,31/10/2024,122798801.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP09,,,,,,,,,,,,,31/10/2024,133859632.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP11,,,,,,,,,,,,,31/10/2024,77137286.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP12,,,,,,,,,,,,,31/10/2024,147409341.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH71,,,,,,,,,,,,,30/11/2024,137711851.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH75,,,,,,,,,,,,,30/11/2024,26695027.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH77,,,,,,,,,,,,,30/11/2024,55750429.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP01,,,,,,,,,,,,,30/11/2024,188622327.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP02,,,,,,,,,,,,,30/11/2024,186550222.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP04,,,,,,,,,,,,,30/11/2024,161141530.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP05,,,,,,,,,,,,,30/11/2024,119343247.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP06,,,,,,,,,,,,,30/11/2024,50239160.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP09,,,,,,,,,,,,,30/11/2024,54306838.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP11,,,,,,,,,,,,,30/11/2024,119791350.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP12,,,,,,,,,,,,,30/11/2024,214382275.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH71,,,,,,,,,,,,,31/12/2024,176663841.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH75,,,,,,,,,,,,,31/12/2024,14599073.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH77,,,,,,,,,,,,,31/12/2024,104144362.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP01,,,,,,,,,,,,,31/12/2024,213536341.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP02,,,,,,,,,,,,,31/12/2024,63672110.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP04,,,,,,,,,,,,,31/12/2024,162284743.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP05,,,,,,,,,,,,,31/12/2024,42922788.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP06,,,,,,,,,,,,,31/12/2024,198917808.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP09,,,,,,,,,,,,,31/12/2024,104014012.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP11,,,,,,,,,,,,,31/12/2024,145500574.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP12,,,,,,,,,,,,,31/12/2024,36817310.0,0,
