PR_RESPON,PR_DONVI,P_ORGANIZATION_CODE,PR_FROMDATE,PR_TODATE,PR_TYPE,P_USER,COMPANY_NAME,TEN_DV,P_FROMDATE,P_TODATE,MAY,TEN_MAY,KHO,ITEM_NO,ITEM_NAME,LOT_NUMBER,UOM,DON_GIA,QTY,AMOUNT,REASON,COMMENTS,TRX_DATE,KHUVUC,SO_CTG
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,50411480.91,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,134964171.99,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,46043382.06,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,47465338.64,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,115365013.04,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,132531839.71,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,23770406.8,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,117433664.59,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,116572856.95,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,79039935.84,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,7664043.52,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,9948343.71,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,50711673.08,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,126323349.47,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,69450861.86,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,33331003.27,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,42235761.95,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,152729297.68,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,107635612.77,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,110104878.45,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,136007582.48,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,136585130.35,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,45131371.08,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,37218520.89,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,136989344.98,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,6027430.06,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,60061963.47,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,21290203.23,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,134205101.78,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,85110777.03,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,65896561.47,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,133790535.29,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,72495286.93,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,39868971.34,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,93461884.07,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,11636705.97,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,126018099.62,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,25927457.11,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,136472813.52,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,110501290.98,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,42158894.01,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,60643716.59,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,97901368.24,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,19911906.16,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,46668587.54,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,11209953.45,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,88273599.84,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,72750643.87,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,88922692.75,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,101611816.22,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,125511922.2,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,48140175.04,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,154824746.88,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,44436606.81,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,125542363.05,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,75464440.67,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,20704437.03,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,140973613.04,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,51709307.65,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,123399612.33,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,144847255.02,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,85856502.97,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,31836169.17,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,79248792.31,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,20680325.16,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,5150458.83,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,89434765.24,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,91300977.41,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,99731891.02,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,56041751.29,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,109589320.7,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,102410379.18,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,17845376.46,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,40116914.74,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,141401435.69,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,139632164.98,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,120342770.28,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,88452068.95,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,35533212.78,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,39188653.05,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,89043048.09,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,160617582.27,XVT-Xuất vật tư sản xuất,,31/01/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,132293332.24,XVT-Xuất vật tư sản xuất,,31/01/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,8171672.72,XVT-Xuất vật tư sản xuất,,31/01/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,76478601.27,XVT-Xuất vật tư sản xuất,,31/01/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,160051673.77,XVT-Xuất vật tư sản xuất,,31/01/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,46051007.12,XVT-Xuất vật tư sản xuất,,31/01/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,121361839.19,XVT-Xuất vật tư sản xuất,,31/01/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,30080442.15,XVT-Xuất vật tư sản xuất,,31/01/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,149019355.95,XVT-Xuất vật tư sản xuất,,31/01/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,77065553.69,XVT-Xuất vật tư sản xuất,,31/01/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,108021448.33,XVT-Xuất vật tư sản xuất,,29/02/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,25451371.26,XVT-Xuất vật tư sản xuất,,29/02/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,141769358.08,XVT-Xuất vật tư sản xuất,,29/02/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,112510363.4,XVT-Xuất vật tư sản xuất,,29/02/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,53588821.8,XVT-Xuất vật tư sản xuất,,29/02/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,133740765.13,XVT-Xuất vật tư sản xuất,,29/02/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,146931807.84,XVT-Xuất vật tư sản xuất,,29/02/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,79180649.82,XVT-Xuất vật tư sản xuất,,29/02/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,126185370.36,XVT-Xuất vật tư sản xuất,,29/02/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,116261080.76,XVT-Xuất vật tư sản xuất,,29/02/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,127535712.15,XVT-Xuất vật tư sản xuất,,29/02/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,52217035.45,XVT-Xuất vật tư sản xuất,,29/02/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,76481075.38,XVT-Xuất vật tư sản xuất,,29/02/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,73439383.28,XVT-Xuất vật tư sản xuất,,29/02/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,47816926.66,XVT-Xuất vật tư sản xuất,,29/02/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,8114730.2,XVT-Xuất vật tư sản xuất,,29/02/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,119064551.59,XVT-Xuất vật tư sản xuất,,29/02/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,23580080.67,XVT-Xuất vật tư sản xuất,,29/02/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,106704301.75,XVT-Xuất vật tư sản xuất,,29/02/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,83461824.7,XVT-Xuất vật tư sản xuất,,29/02/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,12611371.58,XVT-Xuất vật tư sản xuất,,29/02/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,86830262.76,XVT-Xuất vật tư sản xuất,,29/02/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,126026796.6,XVT-Xuất vật tư sản xuất,,29/02/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,75621753.1,XVT-Xuất vật tư sản xuất,,29/02/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,112031196.81,XVT-Xuất vật tư sản xuất,,29/02/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,59969056.92,XVT-Xuất vật tư sản xuất,,29/02/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,9880019.35,XVT-Xuất vật tư sản xuất,,29/02/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,133637707.29,XVT-Xuất vật tư sản xuất,,29/02/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,57996203.06,XVT-Xuất vật tư sản xuất,,29/02/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,25609135.62,XVT-Xuất vật tư sản xuất,,29/02/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,90086748.69,XVT-Xuất vật tư sản xuất,,29/02/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,94078533.19,XVT-Xuất vật tư sản xuất,,29/02/2024,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,153693749.59,XVT-Xuất vật tư sản xuất,,29/02/2024,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,88242997.64,XVT-Xuất vật tư sản xuất,,29/02/2024,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,60859039.51,XVT-Xuất vật tư sản xuất,,29/02/2024,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,60995505.99,XVT-Xuất vật tư sản xuất,,29/02/2024,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,6270781.46,XVT-Xuất vật tư sản xuất,,29/02/2024,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,10062421.85,XVT-Xuất vật tư sản xuất,,29/02/2024,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,136925896.77,XVT-Xuất vật tư sản xuất,,29/02/2024,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,64856658.01,XVT-Xuất vật tư sản xuất,,29/02/2024,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,75677195.66,XVT-Xuất vật tư sản xuất,,29/02/2024,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,29516668.33,XVT-Xuất vật tư sản xuất,,29/02/2024,10201-Khu vực đóng gói,
