P_USER,P_CUR_ORG,TU_DON_VI,DEN_DON_VI,FROM_DATE,TO_DATE,TEN_TAP_DOAN,VNM_LOGO,SOURCE,DOCUMENT_NUMBER,CURRENCY,STATUS,JOURNAL,PREIOD,CREATION_DATE,USER_NAME,REFERENCE,LINE,SEGMENT1,SEGMENT3,SEGMENT6,SEGMENT7,SEGMENT9,SEGMENT10,ENTERED_DR,ENTERED_CR,DOC_NUM,ACTUAL_FLAG,BATCH_NAME,INV_VOUCHER_NO,EFFECTIVE_DATE,SEGMENT2,SEGMENT4,SEGMENT5,SEGMENT8,ACCOUNTED_DR,ACCOUNTED_CR,JL_DESCRIPTION,EXTRA_COL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH14,04XXXX,127999857.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH40,07PROU,229755428.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH43,06XXXX,145399851.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH43,02XXXX,145399851.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH13,05XXXX,305279540.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH11,01XXXX,271940863.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH11,05XXXX,271940863.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627300,MC02,04XXXX,341862140.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627300,MC05,06XXXX,130421747.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627300,MC05,03XXXX,130421747.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627700,MH33,05XXXX,66686341.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627800,MN01,08XXXX,383926673.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627800,MN01,05XXXX,383926673.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627800,MP04,03XXXX,296151135.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,251,627800,MP04,01XXXX,296151135.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627100,MA11,07PROU,249818274.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627100,MA11,07XXXX,249818274.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627100,MA21,03XXXX,170322475.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627100,MA51,02XXXX,334353821.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627100,MA51,03XXXX,334353821.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627400,MD01,05XXXX,252450991.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627400,MD02,05XXXX,142313702.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH01,01XXXX,201757949.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH02,08XXXX,169593634.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH02,02XXXX,169593634.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627200,MB03,06XXXX,55074118.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627200,MB05,06XXXX,324562216.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627200,MB05,05XXXX,324562216.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627200,MB06,07PROU,111466516.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH14,07XXXX,255172886.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH40,07PROU,341523597.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH43,02XXXX,258752360.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH13,07PROU,300260529.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH11,06XXXX,70701012.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627300,MC02,02XXXX,199647695.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627300,MC02,07XXXX,199647695.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627300,MC05,04XXXX,302885558.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627700,MH33,07XXXX,66543107.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627800,MN01,05XXXX,309085681.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627800,MN01,07PROU,309085681.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,244,627800,MP04,07PROU,122185424.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627100,MA11,04XXXX,76375243.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627100,MA11,01XXXX,76375243.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627100,MA21,07XXXX,124365809.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627100,MA21,02XXXX,124365809.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627100,MA51,07PROU,344425167.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627400,MD01,07PROU,362307323.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627400,MD02,03XXXX,243636707.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627400,MD02,07PROU,243636707.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH01,01XXXX,303417888.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH01,03XXXX,303417888.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH02,06XXXX,246818692.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH02,08XXXX,246818692.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627200,MB03,07PROU,53534241.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627200,MB05,05XXXX,340573283.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627200,MB06,05XXXX,52762463.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH14,04XXXX,182581771.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH40,04XXXX,268636174.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH43,06XXXX,157844538.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH13,03XXXX,261605008.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH11,02XXXX,226890192.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH11,04XXXX,226890192.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627300,MC02,01XXXX,190364935.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627300,MC02,07PROU,190364935.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627300,MC05,08XXXX,229211549.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH33,08XXXX,323130695.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627700,MH33,06XXXX,323130695.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627800,MN01,04XXXX,266197404.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,252,627800,MP04,02XXXX,112055400.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627100,MA11,07XXXX,326170582.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627100,MA11,07PROU,326170582.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627100,MA21,08XXXX,126028755.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627100,MA51,07XXXX,83878865.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627400,MD01,01XXXX,142402144.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627400,MD02,04XXXX,203116151.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627400,MD02,02XXXX,203116151.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH01,07XXXX,189933728.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH02,03XXXX,109359710.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH02,07PROU,109359710.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627200,MB03,05XXXX,252057951.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627200,MB03,08XXXX,252057951.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627200,MB05,08XXXX,165820959.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627200,MB05,07PROU,165820959.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627200,MB06,02XXXX,72778740.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH14,01XXXX,53530569.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH14,07XXXX,53530569.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH40,05XXXX,356726972.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH40,07PROU,356726972.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH43,07PROU,295248873.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH43,02XXXX,295248873.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH13,02XXXX,84204574.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH13,07XXXX,84204574.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH11,06XXXX,60203432.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH11,03XXXX,60203432.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627300,MC02,04XXXX,131688635.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627300,MC05,08XXXX,333264358.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627300,MC05,06XXXX,333264358.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH33,06XXXX,356996030.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627700,MH33,07PROU,356996030.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627800,MN01,07PROU,99697220.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627800,MN01,08XXXX,99697220.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627800,MP04,02XXXX,164934566.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,246,627800,MP04,03XXXX,164934566.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627100,MA11,01XXXX,169862539.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627100,MA11,02XXXX,169862539.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627100,MA21,07PROU,249617677.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627100,MA51,07PROU,138013910.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627400,MD01,07PROU,264132406.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627400,MD02,05XXXX,288737086.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH01,05XXXX,338450032.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH01,01XXXX,338450032.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH02,07PROU,82946627.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627200,MB03,04XXXX,54635348.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627200,MB05,08XXXX,80445182.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627200,MB05,05XXXX,80445182.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627200,MB06,03XXXX,120919978.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH14,04XXXX,149184432.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH40,02XXXX,211547221.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH43,03XXXX,282055228.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH43,08XXXX,282055228.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH13,04XXXX,163440837.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH11,07PROU,121752473.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH11,04XXXX,121752473.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627300,MC02,04XXXX,275461625.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627300,MC02,07XXXX,275461625.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627300,MC05,05XXXX,349829432.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627300,MC05,07PROU,349829432.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH33,04XXXX,337198801.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627700,MH33,02XXXX,337198801.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627800,MN01,07XXXX,83688063.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627800,MP04,08XXXX,340309717.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,249,627800,MP04,01XXXX,340309717.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627100,MA11,06XXXX,300490529.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627100,MA11,08XXXX,300490529.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627100,MA21,07XXXX,237343569.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627100,MA51,08XXXX,285012410.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627400,MD01,07PROU,248533762.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627400,MD02,08XXXX,164527599.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627400,MD02,01XXXX,164527599.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627700,MH01,03XXXX,55820524.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627700,MH02,08XXXX,292672847.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627700,MH02,07XXXX,292672847.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627200,MB03,08XXXX,247780339.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627200,MB03,03XXXX,247780339.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627200,MB05,01XXXX,329903889.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627200,MB06,08XXXX,353340739.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-31,245,627200,MB06,07PROU,353340739.0,0,Journal Import Created,
