PERIOD,CodeNM,ITEM,NHÓM,Sản Lượng 23
2023-01-31,FAC-A,04-037,04XXXX,301682.0
2023-01-31,FAC-A,04-038,04XXXX,253060.0
2023-01-31,FAC-A,04-040,04XXXX,161390.0
2023-01-31,FAC-A,04-041,04XXXX,304283.0
2023-01-31,FAC-A,04-042,04XXXX,303166.0
2023-01-31,FAC-A,04-043,04XXXX,36461.0
2023-01-31,FAC-A,04-044,04XXXX,401869.0
2023-01-31,FAC-A,04-045,04XXXX,74956.0
2023-01-31,FAC-A,05-001,05XXXX,152193.0
2023-01-31,FAC-A,05-002,05XXXX,154927.0
2023-01-31,FAC-A,05-006,05XXXX,184959.0
2023-01-31,FAC-A,05-007,05XXXX,249631.0
2023-01-31,FAC-A,05-009,05XXXX,410319.0
2023-01-31,FAC-A,05-010,05XXXX,445204.0
2023-01-31,FAC-A,05-011,05XXXX,136095.0
2023-01-31,FAC-A,05-012,05XXXX,234828.0
2023-01-31,FAC-A,05-013,05XXXX,441409.0
2023-01-31,FAC-A,05-016,05XXXX,63672.0
2023-01-31,FAC-A,05-017,05XXXX,60229.0
2023-01-31,FAC-A,05-018,05XXXX,333988.0
2023-01-31,FAC-A,05-019,05XXXX,297310.0
2023-01-31,FAC-A,06-001,06XXXX,303344.0
2023-01-31,FAC-A,06-003,06XXXX,452868.0
2023-01-31,FAC-A,06-004,06XXXX,166707.0
2023-01-31,FAC-A,06-006,06XXXX,86345.0
2023-01-31,FAC-A,06-007,06XXXX,375646.0
2023-01-31,FAC-A,06-008,06XXXX,90997.0
2023-01-31,FAC-A,06-009,06XXXX,73931.0
2023-01-31,FAC-A,06-010,06XXXX,306365.0
2023-01-31,FAC-A,06-012,06XXXX,272981.0
2023-01-31,FAC-A,06-014,06XXXX,61478.0
2023-01-31,FAC-A,06-017,06XXXX,202300.0
2023-01-31,FAC-A,07-003,07PROU,369457.0
2023-01-31,FAC-A,07-005,07PROU,273448.0
2023-01-31,FAC-A,07-007,07PROU,420715.0
2023-01-31,FAC-A,07-008,07PROU,391004.0
2023-01-31,FAC-A,07-010,07PROU,290232.0
2023-01-31,FAC-A,07-012,07PROU,149138.0
2023-01-31,FAC-A,07-002,07XXXX,290444.0
2023-01-31,FAC-A,07-003,07XXXX,68472.0
2023-01-31,FAC-A,07-004,07XXXX,93877.0
2023-01-31,FAC-A,07-005,07XXXX,220215.0
2023-01-31,FAC-A,07-007,07XXXX,94184.0
2023-01-31,FAC-A,07-008,07XXXX,243513.0
2023-01-31,FAC-A,07-009,07XXXX,170355.0
2023-01-31,FAC-A,07-010,07XXXX,98333.0
2023-01-31,FAC-A,07-011,07XXXX,64612.0
2023-01-31,FAC-A,07-012,07XXXX,357532.0
2023-01-31,FAC-A,07-013,07XXXX,212636.0
2023-01-31,FAC-A,07-014,07XXXX,188717.0
2023-01-31,FAC-A,07-018,07XXXX,214624.0
2023-01-31,FAC-A,07-019,07XXXX,331338.0
2023-01-31,FAC-A,07-020,07XXXX,160050.0
2023-01-31,FAC-A,07-021,07XXXX,99684.0
2023-01-31,FAC-A,07-022,07XXXX,232657.0
2023-01-31,FAC-A,08-001,08XXXX,382394.0
2023-01-31,FAC-A,08-004,08XXXX,347329.0
2023-01-31,FAC-A,08-005,08XXXX,283489.0
2023-01-31,FAC-A,08-006,08XXXX,78279.0
2023-01-31,FAC-A,08-008,08XXXX,79012.0
2023-01-31,FAC-A,08-010,08XXXX,340624.0
2023-01-31,FAC-A,08-011,08XXXX,362696.0
2023-01-31,FAC-A,08-012,08XXXX,48629.0
2023-01-31,FAC-A,08-014,08XXXX,23082.0
2023-01-31,FAC-B,01-002,01XXXX,489433.0
2023-01-31,FAC-B,01-003,01XXXX,389117.0
2023-01-31,FAC-B,01-004,01XXXX,331460.0
2023-01-31,FAC-B,01-008,01XXXX,308983.0
2023-01-31,FAC-B,01-010,01XXXX,192863.0
2023-01-31,FAC-B,01-011,01XXXX,183817.0
2023-01-31,FAC-B,01-014,01XXXX,358435.0
2023-01-31,FAC-B,01-015,01XXXX,343275.0
2023-01-31,FAC-B,01-016,01XXXX,51927.0
2023-01-31,FAC-B,01-017,01XXXX,213032.0
2023-01-31,FAC-B,01-018,01XXXX,393330.0
2023-01-31,FAC-B,01-019,01XXXX,127416.0
2023-01-31,FAC-B,01-020,01XXXX,257942.0
2023-01-31,FAC-B,01-022,01XXXX,228649.0
2023-01-31,FAC-B,01-024,01XXXX,378033.0
2023-01-31,FAC-B,01-027,01XXXX,380344.0
2023-01-31,FAC-B,01-030,01XXXX,289657.0
2023-01-31,FAC-B,02-001,02XXXX,216039.0
2023-01-31,FAC-B,02-003,02XXXX,352974.0
2023-01-31,FAC-B,02-004,02XXXX,375409.0
2023-01-31,FAC-B,02-005,02XXXX,382309.0
2023-01-31,FAC-B,02-006,02XXXX,366700.0
2023-01-31,FAC-B,02-007,02XXXX,364342.0
2023-01-31,FAC-B,02-008,02XXXX,170380.0
2023-01-31,FAC-B,02-009,02XXXX,184451.0
2023-01-31,FAC-B,02-010,02XXXX,255233.0
2023-01-31,FAC-B,02-011,02XXXX,400640.0
2023-01-31,FAC-B,02-012,02XXXX,459218.0
2023-01-31,FAC-B,02-013,02XXXX,345526.0
2023-01-31,FAC-B,02-014,02XXXX,41809.0
2023-01-31,FAC-B,02-015,02XXXX,291641.0
2023-01-31,FAC-B,02-016,02XXXX,283888.0
2023-01-31,FAC-B,02-017,02XXXX,452226.0
2023-01-31,FAC-B,02-018,02XXXX,235259.0
2023-01-31,FAC-B,02-019,02XXXX,262486.0
2023-01-31,FAC-B,02-020,02XXXX,223255.0
2023-01-31,FAC-B,02-021,02XXXX,71851.0
2023-01-31,FAC-B,02-022,02XXXX,429101.0
2023-01-31,FAC-B,02-023,02XXXX,14773.0
2023-01-31,FAC-B,03-001,03XXXX,331418.0
2023-01-31,FAC-B,03-004,03XXXX,98086.0
2023-01-31,FAC-B,03-005,03XXXX,21474.0
2023-01-31,FAC-B,03-006,03XXXX,173532.0
2023-01-31,FAC-B,03-008,03XXXX,344326.0
2023-01-31,FAC-B,03-009,03XXXX,147082.0
2023-01-31,FAC-B,03-010,03XXXX,468224.0
2023-01-31,FAC-B,03-011,03XXXX,186963.0
2023-01-31,FAC-B,03-013,03XXXX,223332.0
2023-01-31,FAC-B,03-015,03XXXX,318646.0
2023-01-31,FAC-B,04-001,04XXXX,131842.0
2023-01-31,FAC-B,04-002,04XXXX,315901.0
2023-01-31,FAC-B,04-003,04XXXX,381749.0
2023-01-31,FAC-B,04-004,04XXXX,36990.0
2023-01-31,FAC-B,04-005,04XXXX,233113.0
2023-01-31,FAC-B,04-006,04XXXX,12328.0
2023-01-31,FAC-B,04-007,04XXXX,44430.0
2023-01-31,FAC-B,04-008,04XXXX,490569.0
2023-01-31,FAC-B,04-009,04XXXX,355889.0
2023-01-31,FAC-B,04-010,04XXXX,348101.0
2023-01-31,FAC-B,04-011,04XXXX,139720.0
2023-01-31,FAC-B,04-014,04XXXX,139195.0
2023-01-31,FAC-B,04-016,04XXXX,85951.0
2023-01-31,FAC-B,04-017,04XXXX,310077.0
2023-01-31,FAC-B,04-018,04XXXX,174232.0
2023-01-31,FAC-B,04-021,04XXXX,350550.0
2023-01-31,FAC-B,04-022,04XXXX,57435.0
2023-01-31,FAC-B,04-025,04XXXX,207120.0
2023-01-31,FAC-B,04-026,04XXXX,143073.0
2023-01-31,FAC-B,04-029,04XXXX,109549.0
2023-01-31,FAC-B,04-031,04XXXX,236345.0
2023-01-31,FAC-B,04-032,04XXXX,33536.0
2023-01-31,FAC-B,04-034,04XXXX,52973.0
2023-01-31,FAC-B,04-035,04XXXX,101440.0
2023-01-31,FAC-B,04-038,04XXXX,422504.0
2023-01-31,FAC-B,04-039,04XXXX,122265.0
2023-01-31,FAC-B,04-041,04XXXX,88697.0
2023-01-31,FAC-B,04-042,04XXXX,194935.0
2023-01-31,FAC-B,04-043,04XXXX,453673.0
2023-01-31,FAC-B,04-044,04XXXX,236552.0
2023-01-31,FAC-B,04-045,04XXXX,282988.0
2023-01-31,FAC-B,05-001,05XXXX,157782.0
2023-01-31,FAC-B,05-002,05XXXX,170379.0
2023-01-31,FAC-B,05-003,05XXXX,132309.0
2023-01-31,FAC-B,05-005,05XXXX,156581.0
2023-01-31,FAC-B,05-007,05XXXX,185573.0
2023-01-31,FAC-B,05-009,05XXXX,143672.0
2023-01-31,FAC-B,05-010,05XXXX,208438.0
2023-01-31,FAC-B,05-011,05XXXX,486125.0
2023-01-31,FAC-B,05-013,05XXXX,38836.0
2023-01-31,FAC-B,05-014,05XXXX,31023.0
2023-01-31,FAC-B,05-015,05XXXX,197672.0
2023-01-31,FAC-B,05-016,05XXXX,200412.0
2023-01-31,FAC-B,05-017,05XXXX,171742.0
2023-01-31,FAC-B,05-019,05XXXX,198093.0
2023-01-31,FAC-B,06-001,06XXXX,167085.0
2023-01-31,FAC-B,06-002,06XXXX,231462.0
2023-01-31,FAC-B,06-006,06XXXX,179332.0
2023-01-31,FAC-B,06-007,06XXXX,506490.0
2023-01-31,FAC-B,06-009,06XXXX,244123.0
2023-01-31,FAC-B,06-010,06XXXX,341156.0
2023-01-31,FAC-B,06-013,06XXXX,244833.0
2023-01-31,FAC-B,07-001,07PROU,140333.0
2023-01-31,FAC-B,07-002,07PROU,259564.0
2023-01-31,FAC-B,07-004,07PROU,306263.0
2023-01-31,FAC-B,07-005,07PROU,282406.0
2023-01-31,FAC-B,07-006,07PROU,57313.0
2023-01-31,FAC-B,07-007,07PROU,199290.0
2023-01-31,FAC-B,07-008,07PROU,377193.0
2023-01-31,FAC-B,07-009,07PROU,278073.0
2023-01-31,FAC-B,07-010,07PROU,413015.0
2023-01-31,FAC-B,07-011,07PROU,165724.0
2023-01-31,FAC-B,07-001,07XXXX,209842.0
2023-01-31,FAC-B,07-002,07XXXX,87504.0
2023-01-31,FAC-B,07-003,07XXXX,322652.0
2023-01-31,FAC-B,07-004,07XXXX,265299.0
2023-01-31,FAC-B,07-005,07XXXX,418386.0
2023-01-31,FAC-B,07-006,07XXXX,289835.0
2023-01-31,FAC-B,07-008,07XXXX,271723.0
2023-01-31,FAC-B,07-009,07XXXX,144215.0
2023-01-31,FAC-B,07-010,07XXXX,66636.0
2023-01-31,FAC-B,07-011,07XXXX,239983.0
2023-01-31,FAC-B,07-012,07XXXX,121984.0
2023-01-31,FAC-B,07-013,07XXXX,160701.0
2023-01-31,FAC-B,07-014,07XXXX,133097.0
2023-01-31,FAC-B,07-015,07XXXX,106372.0
2023-01-31,FAC-B,07-017,07XXXX,117134.0
2023-01-31,FAC-B,07-018,07XXXX,33966.0
2023-01-31,FAC-B,07-019,07XXXX,42910.0
2023-01-31,FAC-B,07-020,07XXXX,305363.0
2023-01-31,FAC-B,07-021,07XXXX,380335.0
2023-01-31,FAC-B,07-022,07XXXX,375174.0
2023-01-31,FAC-B,08-003,08XXXX,280907.0
2023-01-31,FAC-B,08-006,08XXXX,257846.0
2023-01-31,FAC-B,08-009,08XXXX,69068.0
2023-01-31,FAC-B,08-011,08XXXX,404211.0
2023-01-31,FAC-B,08-013,08XXXX,291600.0
2023-01-31,FAC-B,08-014,08XXXX,375644.0
2023-01-31,FAC-B,08-015,08XXXX,401324.0
2023-01-31,FAC-B,08-016,08XXXX,400983.0
2023-01-31,FAC-C,01-001,01XXXX,92515.0
2023-01-31,FAC-C,01-002,01XXXX,206406.0
2023-01-31,FAC-C,01-004,01XXXX,360387.0
2023-01-31,FAC-C,01-005,01XXXX,149335.0
2023-01-31,FAC-C,01-007,01XXXX,175187.0
2023-01-31,FAC-C,01-009,01XXXX,313810.0
2023-01-31,FAC-C,01-010,01XXXX,130274.0
2023-01-31,FAC-C,01-011,01XXXX,204600.0
2023-01-31,FAC-C,01-012,01XXXX,300943.0
2023-01-31,FAC-C,01-014,01XXXX,261538.0
2023-01-31,FAC-C,01-015,01XXXX,248247.0
2023-01-31,FAC-C,01-016,01XXXX,311400.0
2023-01-31,FAC-C,01-018,01XXXX,94861.0
2023-01-31,FAC-C,01-019,01XXXX,286071.0
2023-01-31,FAC-C,01-020,01XXXX,259695.0
2023-01-31,FAC-C,01-021,01XXXX,458638.0
2023-01-31,FAC-C,01-023,01XXXX,343506.0
2023-01-31,FAC-C,01-025,01XXXX,315486.0
2023-01-31,FAC-C,01-026,01XXXX,238114.0
2023-01-31,FAC-C,01-027,01XXXX,29151.0
2023-01-31,FAC-C,01-028,01XXXX,199038.0
2023-01-31,FAC-C,01-030,01XXXX,170849.0
2023-01-31,FAC-C,02-002,02XXXX,180525.0
2023-01-31,FAC-C,02-003,02XXXX,275280.0
2023-01-31,FAC-C,02-004,02XXXX,476583.0
2023-01-31,FAC-C,02-005,02XXXX,462370.0
2023-01-31,FAC-C,02-008,02XXXX,114289.0
2023-01-31,FAC-C,02-009,02XXXX,176011.0
2023-01-31,FAC-C,02-010,02XXXX,140868.0
2023-01-31,FAC-C,02-011,02XXXX,155095.0
2023-01-31,FAC-C,02-013,02XXXX,346753.0
2023-01-31,FAC-C,02-014,02XXXX,389342.0
2023-01-31,FAC-C,02-015,02XXXX,41555.0
2023-01-31,FAC-C,02-016,02XXXX,156589.0
2023-01-31,FAC-C,02-018,02XXXX,383265.0
2023-01-31,FAC-C,02-019,02XXXX,58014.0
2023-01-31,FAC-C,02-020,02XXXX,199017.0
2023-01-31,FAC-C,02-022,02XXXX,63938.0
2023-01-31,FAC-C,02-023,02XXXX,60401.0
2023-01-31,FAC-C,02-024,02XXXX,102781.0
2023-01-31,FAC-C,03-001,03XXXX,402476.0
2023-01-31,FAC-C,03-003,03XXXX,229801.0
2023-01-31,FAC-C,03-004,03XXXX,266167.0
2023-01-31,FAC-C,03-005,03XXXX,379324.0
2023-01-31,FAC-C,03-006,03XXXX,114062.0
2023-01-31,FAC-C,03-007,03XXXX,400487.0
2023-01-31,FAC-C,03-010,03XXXX,14728.0
2023-01-31,FAC-C,03-012,03XXXX,408355.0
2023-01-31,FAC-C,03-013,03XXXX,435151.0
2023-01-31,FAC-C,03-014,03XXXX,16779.0
2023-01-31,FAC-C,03-015,03XXXX,148579.0
2023-01-31,FAC-C,04-001,04XXXX,221904.0
2023-01-31,FAC-C,04-002,04XXXX,299683.0
2023-01-31,FAC-C,04-004,04XXXX,201725.0
2023-01-31,FAC-C,04-005,04XXXX,50671.0
2023-01-31,FAC-C,04-006,04XXXX,58480.0
2023-01-31,FAC-C,04-010,04XXXX,405443.0
2023-01-31,FAC-C,04-011,04XXXX,355758.0
2023-01-31,FAC-C,04-013,04XXXX,103056.0
2023-01-31,FAC-C,04-014,04XXXX,192035.0
2023-01-31,FAC-C,04-017,04XXXX,257760.0
2023-01-31,FAC-C,04-020,04XXXX,261477.0
2023-01-31,FAC-C,04-021,04XXXX,91955.0
2023-01-31,FAC-C,04-022,04XXXX,441093.0
2023-01-31,FAC-C,04-024,04XXXX,173530.0
2023-01-31,FAC-C,04-026,04XXXX,403745.0
2023-01-31,FAC-C,04-027,04XXXX,489983.0
2023-01-31,FAC-C,04-028,04XXXX,239653.0
2023-01-31,FAC-C,04-031,04XXXX,88300.0
2023-01-31,FAC-C,04-032,04XXXX,55902.0
2023-01-31,FAC-C,04-033,04XXXX,394750.0
2023-01-31,FAC-C,04-034,04XXXX,182438.0
2023-01-31,FAC-C,04-035,04XXXX,224933.0
2023-01-31,FAC-C,04-036,04XXXX,167854.0
2023-01-31,FAC-C,04-037,04XXXX,25898.0
2023-01-31,FAC-C,04-038,04XXXX,164774.0
2023-01-31,FAC-C,04-040,04XXXX,130506.0
2023-01-31,FAC-C,04-041,04XXXX,83668.0
2023-01-31,FAC-C,04-042,04XXXX,353774.0
2023-01-31,FAC-C,04-043,04XXXX,76561.0
2023-01-31,FAC-C,04-044,04XXXX,383338.0
2023-01-31,FAC-C,04-045,04XXXX,374987.0
2023-01-31,FAC-C,05-001,05XXXX,400980.0
2023-01-31,FAC-C,05-003,05XXXX,202616.0
2023-01-31,FAC-C,05-006,05XXXX,175636.0
2023-01-31,FAC-C,05-007,05XXXX,185258.0
2023-01-31,FAC-C,05-008,05XXXX,374922.0
2023-01-31,FAC-C,05-009,05XXXX,386837.0
2023-01-31,FAC-C,05-010,05XXXX,50090.0
2023-01-31,FAC-C,05-013,05XXXX,54216.0
2023-01-31,FAC-C,05-016,05XXXX,81306.0
2023-01-31,FAC-C,05-018,05XXXX,72187.0
2023-01-31,FAC-C,05-020,05XXXX,32364.0
2023-01-31,FAC-C,06-002,06XXXX,222942.0
2023-01-31,FAC-C,06-005,06XXXX,108926.0
2023-01-31,FAC-C,06-006,06XXXX,81078.0
2023-01-31,FAC-C,06-007,06XXXX,264619.0
2023-01-31,FAC-C,06-008,06XXXX,251621.0
2023-01-31,FAC-C,06-009,06XXXX,180872.0
2023-01-31,FAC-C,06-011,06XXXX,183256.0
2023-01-31,FAC-C,06-012,06XXXX,233560.0
2023-01-31,FAC-C,06-014,06XXXX,46547.0
2023-01-31,FAC-C,06-015,06XXXX,221227.0
2023-01-31,FAC-C,06-016,06XXXX,304540.0
2023-01-31,FAC-C,06-017,06XXXX,403627.0
2023-01-31,FAC-C,06-018,06XXXX,373768.0
2023-01-31,FAC-C,07-001,07PROU,271674.0
2023-01-31,FAC-C,07-002,07PROU,265768.0
2023-01-31,FAC-C,07-005,07PROU,251830.0
2023-01-31,FAC-C,07-006,07PROU,145722.0
2023-01-31,FAC-C,07-007,07PROU,276625.0
2023-01-31,FAC-C,07-008,07PROU,10951.0
2023-01-31,FAC-C,07-010,07PROU,171118.0
2023-01-31,FAC-C,07-011,07PROU,267413.0
2023-01-31,FAC-C,07-002,07XXXX,372361.0
2023-01-31,FAC-C,07-003,07XXXX,375383.0
2023-01-31,FAC-C,07-006,07XXXX,482145.0
2023-01-31,FAC-C,07-007,07XXXX,78691.0
2023-01-31,FAC-C,07-008,07XXXX,405943.0
2023-01-31,FAC-C,07-009,07XXXX,268830.0
2023-01-31,FAC-C,07-010,07XXXX,181866.0
2023-01-31,FAC-C,07-012,07XXXX,161165.0
2023-01-31,FAC-C,07-013,07XXXX,247066.0
2023-01-31,FAC-C,07-014,07XXXX,418208.0
2023-01-31,FAC-C,07-015,07XXXX,504078.0
2023-01-31,FAC-C,07-016,07XXXX,419932.0
2023-01-31,FAC-C,07-019,07XXXX,154299.0
2023-01-31,FAC-C,07-020,07XXXX,157019.0
2023-01-31,FAC-C,07-021,07XXXX,459889.0
2023-01-31,FAC-C,07-022,07XXXX,11572.0
2023-01-31,FAC-C,08-001,08XXXX,368225.0
2023-01-31,FAC-C,08-002,08XXXX,113126.0
2023-01-31,FAC-C,08-003,08XXXX,125053.0
2023-01-31,FAC-C,08-004,08XXXX,481486.0
2023-01-31,FAC-C,08-006,08XXXX,417994.0
2023-01-31,FAC-C,08-007,08XXXX,180512.0
2023-01-31,FAC-C,08-008,08XXXX,354084.0
2023-01-31,FAC-C,08-009,08XXXX,237743.0
2023-01-31,FAC-C,08-010,08XXXX,104249.0
2023-01-31,FAC-C,08-011,08XXXX,355112.0
2023-01-31,FAC-C,08-012,08XXXX,74673.0
2023-01-31,FAC-C,08-013,08XXXX,393712.0
2023-01-31,FAC-C,08-014,08XXXX,264576.0
2023-01-31,FAC-D,01-003,01XXXX,32073.0
2023-01-31,FAC-D,01-005,01XXXX,458619.0
2023-01-31,FAC-D,01-006,01XXXX,46318.0
2023-01-31,FAC-D,01-007,01XXXX,250345.0
2023-01-31,FAC-D,01-009,01XXXX,378680.0
2023-01-31,FAC-D,01-010,01XXXX,311007.0
2023-01-31,FAC-D,01-012,01XXXX,256364.0
2023-01-31,FAC-D,01-013,01XXXX,23056.0
2023-01-31,FAC-D,01-014,01XXXX,282180.0
2023-01-31,FAC-D,01-015,01XXXX,346860.0
2023-01-31,FAC-D,01-016,01XXXX,98106.0
2023-01-31,FAC-D,01-017,01XXXX,315860.0
2023-01-31,FAC-D,01-018,01XXXX,251909.0
2023-01-31,FAC-D,01-019,01XXXX,9492.0
2023-01-31,FAC-D,01-020,01XXXX,277908.0
2023-01-31,FAC-D,01-021,01XXXX,457055.0
2023-01-31,FAC-D,01-023,01XXXX,420106.0
2023-01-31,FAC-D,01-024,01XXXX,201958.0
2023-01-31,FAC-D,01-026,01XXXX,70165.0
2023-01-31,FAC-D,01-027,01XXXX,156243.0
2023-01-31,FAC-D,01-029,01XXXX,267554.0
2023-01-31,FAC-D,02-001,02XXXX,161215.0
2023-01-31,FAC-D,02-002,02XXXX,48643.0
2023-01-31,FAC-D,02-005,02XXXX,326603.0
2023-01-31,FAC-D,02-007,02XXXX,171476.0
2023-01-31,FAC-D,02-008,02XXXX,332386.0
2023-01-31,FAC-D,02-009,02XXXX,415454.0
2023-01-31,FAC-D,02-010,02XXXX,145860.0
2023-01-31,FAC-D,02-011,02XXXX,302429.0
2023-01-31,FAC-D,02-012,02XXXX,53630.0
2023-01-31,FAC-D,02-014,02XXXX,51579.0
2023-01-31,FAC-D,02-015,02XXXX,40101.0
2023-01-31,FAC-D,02-016,02XXXX,85808.0
2023-01-31,FAC-D,02-018,02XXXX,217019.0
2023-01-31,FAC-D,02-019,02XXXX,488891.0
2023-01-31,FAC-D,02-020,02XXXX,327682.0
2023-01-31,FAC-D,02-021,02XXXX,57638.0
2023-01-31,FAC-D,02-022,02XXXX,38720.0
2023-01-31,FAC-D,02-024,02XXXX,389306.0
2023-01-31,FAC-D,02-025,02XXXX,349892.0
2023-01-31,FAC-D,03-002,03XXXX,479045.0
2023-01-31,FAC-D,03-003,03XXXX,101660.0
2023-01-31,FAC-D,03-004,03XXXX,485824.0
2023-01-31,FAC-D,03-007,03XXXX,415544.0
2023-01-31,FAC-D,03-008,03XXXX,88702.0
2023-01-31,FAC-D,03-009,03XXXX,308161.0
2023-01-31,FAC-D,03-010,03XXXX,458715.0
2023-01-31,FAC-D,03-011,03XXXX,176071.0
2023-01-31,FAC-D,03-012,03XXXX,120215.0
2023-01-31,FAC-D,03-013,03XXXX,413744.0
2023-01-31,FAC-D,03-014,03XXXX,292302.0
2023-01-31,FAC-D,03-015,03XXXX,262061.0
2023-01-31,FAC-D,04-001,04XXXX,235299.0
2023-01-31,FAC-D,04-005,04XXXX,317816.0
2023-01-31,FAC-D,04-007,04XXXX,156282.0
2023-01-31,FAC-D,04-008,04XXXX,152360.0
2023-01-31,FAC-D,04-009,04XXXX,389738.0
2023-01-31,FAC-D,04-010,04XXXX,394030.0
2023-01-31,FAC-D,04-012,04XXXX,387359.0
2023-01-31,FAC-D,04-014,04XXXX,159414.0
2023-01-31,FAC-D,04-016,04XXXX,379287.0
2023-01-31,FAC-D,04-018,04XXXX,199559.0
2023-01-31,FAC-D,04-019,04XXXX,14059.0
2023-01-31,FAC-D,04-021,04XXXX,445725.0
2023-01-31,FAC-D,04-022,04XXXX,291124.0
2023-01-31,FAC-D,04-023,04XXXX,105947.0
2023-01-31,FAC-D,04-025,04XXXX,135287.0
2023-01-31,FAC-D,04-026,04XXXX,377819.0
2023-01-31,FAC-D,04-027,04XXXX,216802.0
2023-01-31,FAC-D,04-028,04XXXX,181632.0
2023-01-31,FAC-D,04-030,04XXXX,263995.0
2023-01-31,FAC-D,04-031,04XXXX,246434.0
2023-01-31,FAC-D,04-033,04XXXX,98988.0
2023-01-31,FAC-D,04-034,04XXXX,358490.0
2023-01-31,FAC-D,04-035,04XXXX,167443.0
2023-01-31,FAC-D,04-036,04XXXX,189056.0
2023-01-31,FAC-D,04-037,04XXXX,76221.0
2023-01-31,FAC-D,04-039,04XXXX,281802.0
2023-01-31,FAC-D,04-040,04XXXX,21953.0
2023-01-31,FAC-D,04-041,04XXXX,438784.0
