PERIOD,CodeNM,ITEM,NHÓM,Sản Lượng 24
2024-01-31,FAC-A,08-005,08XXXX,432232.0
2024-01-31,FAC-A,08-006,08XXXX,36710.0
2024-01-31,FAC-A,08-007,08XXXX,188749.0
2024-01-31,FAC-A,08-008,08XXXX,109239.0
2024-01-31,FAC-A,08-009,08XXXX,50154.0
2024-01-31,FAC-A,08-012,08XXXX,164243.0
2024-01-31,FAC-A,08-013,08XXXX,136410.0
2024-01-31,FAC-A,08-015,08XXXX,26815.0
2024-01-31,FAC-A,08-016,08XXXX,58101.0
2024-01-31,FAC-B,01-001,01XXXX,325144.0
2024-01-31,FAC-B,01-004,01XXXX,25942.0
2024-01-31,FAC-B,01-005,01XXXX,53375.0
2024-01-31,FAC-B,01-007,01XXXX,481475.0
2024-01-31,FAC-B,01-008,01XXXX,310110.0
2024-01-31,FAC-B,01-009,01XXXX,118016.0
2024-01-31,FAC-B,01-010,01XXXX,186593.0
2024-01-31,FAC-B,01-011,01XXXX,201717.0
2024-01-31,FAC-B,01-012,01XXXX,259904.0
2024-01-31,FAC-B,01-013,01XXXX,258453.0
2024-01-31,FAC-B,01-014,01XXXX,380918.0
2024-01-31,FAC-B,01-015,01XXXX,396467.0
2024-01-31,FAC-B,01-018,01XXXX,92162.0
2024-01-31,FAC-B,01-019,01XXXX,401994.0
2024-01-31,FAC-B,01-020,01XXXX,338250.0
2024-01-31,FAC-B,01-021,01XXXX,83073.0
2024-01-31,FAC-B,01-024,01XXXX,299885.0
2024-01-31,FAC-B,01-025,01XXXX,229033.0
2024-01-31,FAC-B,01-028,01XXXX,403225.0
2024-01-31,FAC-B,01-030,01XXXX,38610.0
2024-01-31,FAC-B,02-004,02XXXX,109440.0
2024-01-31,FAC-B,02-005,02XXXX,143635.0
2024-01-31,FAC-B,02-006,02XXXX,132158.0
2024-01-31,FAC-B,02-009,02XXXX,382247.0
2024-01-31,FAC-B,02-010,02XXXX,301985.0
2024-01-31,FAC-B,02-011,02XXXX,33401.0
2024-01-31,FAC-B,02-012,02XXXX,24440.0
2024-01-31,FAC-B,02-013,02XXXX,116781.0
2024-01-31,FAC-B,02-015,02XXXX,398530.0
2024-01-31,FAC-B,02-017,02XXXX,204684.0
2024-01-31,FAC-B,02-018,02XXXX,24814.0
2024-01-31,FAC-B,02-021,02XXXX,23673.0
2024-01-31,FAC-B,02-022,02XXXX,104591.0
2024-01-31,FAC-B,02-023,02XXXX,128166.0
2024-01-31,FAC-B,02-024,02XXXX,267413.0
2024-01-31,FAC-B,02-025,02XXXX,423445.0
2024-01-31,FAC-B,03-001,03XXXX,450600.0
2024-01-31,FAC-B,03-002,03XXXX,23975.0
2024-01-31,FAC-B,03-004,03XXXX,230879.0
2024-01-31,FAC-B,03-005,03XXXX,123734.0
2024-01-31,FAC-B,03-006,03XXXX,389149.0
2024-01-31,FAC-B,03-008,03XXXX,159590.0
2024-01-31,FAC-B,03-013,03XXXX,270171.0
2024-01-31,FAC-B,04-001,04XXXX,45103.0
2024-01-31,FAC-B,04-005,04XXXX,186114.0
2024-01-31,FAC-B,04-007,04XXXX,304310.0
2024-01-31,FAC-B,04-009,04XXXX,78669.0
2024-01-31,FAC-B,04-010,04XXXX,234343.0
2024-01-31,FAC-B,04-011,04XXXX,238478.0
2024-01-31,FAC-B,04-012,04XXXX,248357.0
2024-01-31,FAC-B,04-013,04XXXX,202616.0
2024-01-31,FAC-B,04-018,04XXXX,270946.0
2024-01-31,FAC-B,04-019,04XXXX,181113.0
2024-01-31,FAC-B,04-020,04XXXX,246751.0
2024-01-31,FAC-B,04-021,04XXXX,175573.0
2024-01-31,FAC-B,04-023,04XXXX,373255.0
2024-01-31,FAC-B,04-025,04XXXX,142752.0
2024-01-31,FAC-B,04-026,04XXXX,44069.0
2024-01-31,FAC-B,04-028,04XXXX,153998.0
2024-01-31,FAC-B,04-029,04XXXX,316981.0
2024-01-31,FAC-B,04-030,04XXXX,197187.0
2024-01-31,FAC-B,04-031,04XXXX,60364.0
2024-01-31,FAC-B,04-032,04XXXX,33461.0
2024-01-31,FAC-B,04-033,04XXXX,64719.0
2024-01-31,FAC-B,04-034,04XXXX,283177.0
2024-01-31,FAC-B,04-035,04XXXX,106433.0
2024-01-31,FAC-B,04-036,04XXXX,373681.0
2024-01-31,FAC-B,04-037,04XXXX,251558.0
2024-01-31,FAC-B,04-039,04XXXX,56133.0
2024-01-31,FAC-B,04-040,04XXXX,169210.0
2024-01-31,FAC-B,04-043,04XXXX,136741.0
2024-01-31,FAC-B,04-044,04XXXX,314535.0
2024-01-31,FAC-B,04-045,04XXXX,314419.0
2024-01-31,FAC-B,05-004,05XXXX,229122.0
2024-01-31,FAC-B,05-007,05XXXX,336870.0
2024-01-31,FAC-B,05-008,05XXXX,317608.0
2024-01-31,FAC-B,05-009,05XXXX,82945.0
2024-01-31,FAC-B,05-010,05XXXX,78017.0
2024-01-31,FAC-B,05-011,05XXXX,266690.0
2024-01-31,FAC-B,05-012,05XXXX,162593.0
2024-01-31,FAC-B,05-014,05XXXX,152966.0
2024-01-31,FAC-B,05-016,05XXXX,296576.0
2024-01-31,FAC-B,05-017,05XXXX,294303.0
2024-01-31,FAC-B,05-018,05XXXX,348404.0
2024-01-31,FAC-B,05-020,05XXXX,201754.0
2024-01-31,FAC-B,06-002,06XXXX,102123.0
2024-01-31,FAC-B,06-003,06XXXX,356010.0
2024-01-31,FAC-B,06-005,06XXXX,183976.0
2024-01-31,FAC-B,06-007,06XXXX,182064.0
2024-01-31,FAC-B,06-008,06XXXX,171430.0
2024-01-31,FAC-B,06-009,06XXXX,521326.0
2024-01-31,FAC-B,06-015,06XXXX,370811.0
2024-01-31,FAC-B,06-016,06XXXX,64328.0
2024-01-31,FAC-B,06-017,06XXXX,123314.0
2024-01-31,FAC-B,06-018,06XXXX,462332.0
2024-01-31,FAC-B,07-001,07PROU,169453.0
2024-01-31,FAC-B,07-002,07PROU,373387.0
2024-01-31,FAC-B,07-003,07PROU,61091.0
2024-01-31,FAC-B,07-004,07PROU,198933.0
2024-01-31,FAC-B,07-007,07PROU,281593.0
2024-01-31,FAC-B,07-010,07PROU,437916.0
2024-01-31,FAC-B,07-011,07PROU,122139.0
2024-01-31,FAC-B,07-012,07PROU,440109.0
2024-01-31,FAC-B,07-001,07XXXX,205298.0
2024-01-31,FAC-B,07-002,07XXXX,129711.0
2024-01-31,FAC-B,07-003,07XXXX,25277.0
2024-01-31,FAC-B,07-004,07XXXX,75486.0
2024-01-31,FAC-B,07-005,07XXXX,117349.0
2024-01-31,FAC-B,07-007,07XXXX,421759.0
2024-01-31,FAC-B,07-008,07XXXX,220671.0
2024-01-31,FAC-B,07-009,07XXXX,185257.0
2024-01-31,FAC-B,07-010,07XXXX,137803.0
2024-01-31,FAC-B,07-011,07XXXX,77993.0
2024-01-31,FAC-B,07-012,07XXXX,366439.0
2024-01-31,FAC-B,07-013,07XXXX,114354.0
2024-01-31,FAC-B,07-014,07XXXX,130335.0
2024-01-31,FAC-B,07-015,07XXXX,137827.0
2024-01-31,FAC-B,07-016,07XXXX,341891.0
2024-01-31,FAC-B,07-017,07XXXX,337420.0
2024-01-31,FAC-B,07-018,07XXXX,123703.0
2024-01-31,FAC-B,07-020,07XXXX,167261.0
2024-01-31,FAC-B,07-021,07XXXX,397941.0
2024-01-31,FAC-B,07-022,07XXXX,272315.0
2024-01-31,FAC-B,08-002,08XXXX,228345.0
2024-01-31,FAC-B,08-004,08XXXX,150551.0
2024-01-31,FAC-B,08-005,08XXXX,348706.0
2024-01-31,FAC-B,08-007,08XXXX,140703.0
2024-01-31,FAC-B,08-008,08XXXX,309466.0
2024-01-31,FAC-B,08-009,08XXXX,24806.0
2024-01-31,FAC-B,08-011,08XXXX,165084.0
2024-01-31,FAC-B,08-012,08XXXX,51114.0
2024-01-31,FAC-B,08-013,08XXXX,19529.0
2024-01-31,FAC-B,08-015,08XXXX,341545.0
2024-01-31,FAC-B,08-016,08XXXX,263829.0
2024-01-31,FAC-C,01-002,01XXXX,342928.0
2024-01-31,FAC-C,01-003,01XXXX,244069.0
2024-01-31,FAC-C,01-004,01XXXX,350948.0
2024-01-31,FAC-C,01-005,01XXXX,403686.0
2024-01-31,FAC-C,01-006,01XXXX,246711.0
2024-01-31,FAC-C,01-010,01XXXX,370681.0
2024-01-31,FAC-C,01-011,01XXXX,486158.0
2024-01-31,FAC-C,01-012,01XXXX,506608.0
2024-01-31,FAC-C,01-014,01XXXX,401887.0
2024-01-31,FAC-C,01-015,01XXXX,26693.0
2024-01-31,FAC-C,01-017,01XXXX,154775.0
2024-01-31,FAC-C,01-018,01XXXX,285642.0
2024-01-31,FAC-C,01-019,01XXXX,333115.0
2024-01-31,FAC-C,01-021,01XXXX,410621.0
2024-01-31,FAC-C,01-022,01XXXX,400741.0
2024-01-31,FAC-C,01-023,01XXXX,264836.0
2024-01-31,FAC-C,01-024,01XXXX,208144.0
2024-01-31,FAC-C,01-025,01XXXX,236985.0
2024-01-31,FAC-C,01-027,01XXXX,279596.0
2024-01-31,FAC-C,01-028,01XXXX,144231.0
2024-01-31,FAC-C,01-029,01XXXX,123857.0
2024-01-31,FAC-C,01-030,01XXXX,130723.0
2024-01-31,FAC-C,02-001,02XXXX,139866.0
2024-01-31,FAC-C,02-003,02XXXX,211268.0
2024-01-31,FAC-C,02-005,02XXXX,40221.0
2024-01-31,FAC-C,02-006,02XXXX,195484.0
2024-01-31,FAC-C,02-007,02XXXX,107785.0
2024-01-31,FAC-C,02-008,02XXXX,319137.0
2024-01-31,FAC-C,02-009,02XXXX,191586.0
2024-01-31,FAC-C,02-010,02XXXX,424185.0
2024-01-31,FAC-C,02-013,02XXXX,107388.0
2024-01-31,FAC-C,02-015,02XXXX,396885.0
2024-01-31,FAC-C,02-016,02XXXX,311278.0
2024-01-31,FAC-C,02-018,02XXXX,143965.0
2024-01-31,FAC-C,02-019,02XXXX,238173.0
2024-01-31,FAC-C,02-020,02XXXX,293412.0
2024-01-31,FAC-C,02-021,02XXXX,442119.0
2024-01-31,FAC-C,02-022,02XXXX,227886.0
2024-01-31,FAC-C,02-023,02XXXX,477349.0
2024-01-31,FAC-C,02-024,02XXXX,158359.0
2024-01-31,FAC-C,02-025,02XXXX,424857.0
2024-01-31,FAC-C,03-001,03XXXX,349065.0
2024-01-31,FAC-C,03-002,03XXXX,20519.0
2024-01-31,FAC-C,03-003,03XXXX,190319.0
2024-01-31,FAC-C,03-004,03XXXX,402071.0
2024-01-31,FAC-C,03-005,03XXXX,76464.0
2024-01-31,FAC-C,03-007,03XXXX,81993.0
2024-01-31,FAC-C,03-008,03XXXX,271566.0
2024-01-31,FAC-C,03-011,03XXXX,15020.0
2024-01-31,FAC-C,03-013,03XXXX,240030.0
2024-01-31,FAC-C,03-014,03XXXX,405944.0
2024-01-31,FAC-C,04-002,04XXXX,85775.0
2024-01-31,FAC-C,04-003,04XXXX,253300.0
2024-01-31,FAC-C,04-004,04XXXX,26545.0
2024-01-31,FAC-C,04-005,04XXXX,261085.0
2024-01-31,FAC-C,04-006,04XXXX,401450.0
2024-01-31,FAC-C,04-007,04XXXX,386326.0
2024-01-31,FAC-C,04-008,04XXXX,43823.0
2024-01-31,FAC-C,04-009,04XXXX,337862.0
2024-01-31,FAC-C,04-010,04XXXX,20692.0
2024-01-31,FAC-C,04-013,04XXXX,403624.0
2024-01-31,FAC-C,04-016,04XXXX,342613.0
2024-01-31,FAC-C,04-018,04XXXX,144965.0
2024-01-31,FAC-C,04-021,04XXXX,457822.0
2024-01-31,FAC-C,04-022,04XXXX,495753.0
2024-01-31,FAC-C,04-024,04XXXX,503150.0
2024-01-31,FAC-C,04-027,04XXXX,53219.0
2024-01-31,FAC-C,04-029,04XXXX,170649.0
2024-01-31,FAC-C,04-031,04XXXX,250222.0
2024-01-31,FAC-C,04-032,04XXXX,228794.0
2024-01-31,FAC-C,04-033,04XXXX,201515.0
2024-01-31,FAC-C,04-034,04XXXX,162199.0
2024-01-31,FAC-C,04-035,04XXXX,429411.0
2024-01-31,FAC-C,04-036,04XXXX,163318.0
2024-01-31,FAC-C,04-037,04XXXX,398728.0
2024-01-31,FAC-C,04-039,04XXXX,83316.0
2024-01-31,FAC-C,04-040,04XXXX,375733.0
2024-01-31,FAC-C,04-041,04XXXX,280545.0
2024-01-31,FAC-C,04-042,04XXXX,460988.0
2024-01-31,FAC-C,04-043,04XXXX,120259.0
2024-01-31,FAC-C,04-044,04XXXX,63489.0
2024-01-31,FAC-C,05-002,05XXXX,411939.0
2024-01-31,FAC-C,05-004,05XXXX,429031.0
2024-01-31,FAC-C,05-005,05XXXX,347996.0
2024-01-31,FAC-C,05-006,05XXXX,475936.0
2024-01-31,FAC-C,05-007,05XXXX,115606.0
2024-01-31,FAC-C,05-008,05XXXX,407055.0
2024-01-31,FAC-C,05-009,05XXXX,232534.0
2024-01-31,FAC-C,05-011,05XXXX,475699.0
2024-01-31,FAC-C,05-013,05XXXX,237800.0
2024-01-31,FAC-C,05-014,05XXXX,385293.0
2024-01-31,FAC-C,05-016,05XXXX,20889.0
2024-01-31,FAC-C,05-017,05XXXX,149841.0
2024-01-31,FAC-C,05-019,05XXXX,378996.0
2024-01-31,FAC-C,05-020,05XXXX,223406.0
2024-01-31,FAC-C,06-001,06XXXX,239818.0
2024-01-31,FAC-C,06-002,06XXXX,253972.0
2024-01-31,FAC-C,06-004,06XXXX,351767.0
2024-01-31,FAC-C,06-005,06XXXX,357257.0
2024-01-31,FAC-C,06-006,06XXXX,107714.0
2024-01-31,FAC-C,06-007,06XXXX,18414.0
2024-01-31,FAC-C,06-008,06XXXX,253932.0
2024-01-31,FAC-C,06-009,06XXXX,198428.0
2024-01-31,FAC-C,06-011,06XXXX,227071.0
2024-01-31,FAC-C,06-012,06XXXX,477211.0
2024-01-31,FAC-C,06-014,06XXXX,410275.0
2024-01-31,FAC-C,06-015,06XXXX,301849.0
2024-01-31,FAC-C,06-016,06XXXX,104195.0
2024-01-31,FAC-C,06-017,06XXXX,61213.0
2024-01-31,FAC-C,06-018,06XXXX,39751.0
2024-01-31,FAC-C,07-001,07PROU,228114.0
2024-01-31,FAC-C,07-002,07PROU,55424.0
2024-01-31,FAC-C,07-008,07PROU,290178.0
2024-01-31,FAC-C,07-010,07PROU,133015.0
2024-01-31,FAC-C,07-012,07PROU,403669.0
2024-01-31,FAC-C,07-001,07XXXX,495840.0
2024-01-31,FAC-C,07-004,07XXXX,432865.0
2024-01-31,FAC-C,07-005,07XXXX,61496.0
2024-01-31,FAC-C,07-006,07XXXX,88496.0
2024-01-31,FAC-C,07-008,07XXXX,375916.0
2024-01-31,FAC-C,07-009,07XXXX,123865.0
2024-01-31,FAC-C,07-010,07XXXX,64515.0
2024-01-31,FAC-C,07-011,07XXXX,188027.0
2024-01-31,FAC-C,07-013,07XXXX,333938.0
2024-01-31,FAC-C,07-016,07XXXX,217720.0
2024-01-31,FAC-C,07-017,07XXXX,368334.0
2024-01-31,FAC-C,07-018,07XXXX,379230.0
2024-01-31,FAC-C,07-019,07XXXX,242188.0
2024-01-31,FAC-C,07-021,07XXXX,253013.0
2024-01-31,FAC-C,07-022,07XXXX,430971.0
2024-01-31,FAC-C,08-001,08XXXX,116340.0
2024-01-31,FAC-C,08-004,08XXXX,64281.0
2024-01-31,FAC-C,08-005,08XXXX,330830.0
2024-01-31,FAC-C,08-006,08XXXX,66113.0
2024-01-31,FAC-C,08-007,08XXXX,36418.0
2024-01-31,FAC-C,08-008,08XXXX,144193.0
2024-01-31,FAC-C,08-010,08XXXX,297334.0
2024-01-31,FAC-C,08-012,08XXXX,151408.0
2024-01-31,FAC-C,08-013,08XXXX,99013.0
2024-01-31,FAC-C,08-014,08XXXX,162028.0
2024-01-31,FAC-C,08-015,08XXXX,201786.0
2024-01-31,FAC-C,08-016,08XXXX,194863.0
2024-01-31,FAC-D,01-001,01XXXX,349651.0
2024-01-31,FAC-D,01-002,01XXXX,358647.0
2024-01-31,FAC-D,01-003,01XXXX,239548.0
2024-01-31,FAC-D,01-005,01XXXX,138171.0
2024-01-31,FAC-D,01-007,01XXXX,206838.0
2024-01-31,FAC-D,01-008,01XXXX,165461.0
2024-01-31,FAC-D,01-009,01XXXX,301973.0
2024-01-31,FAC-D,01-010,01XXXX,248361.0
2024-01-31,FAC-D,01-011,01XXXX,417571.0
2024-01-31,FAC-D,01-014,01XXXX,406086.0
2024-01-31,FAC-D,01-015,01XXXX,208922.0
2024-01-31,FAC-D,01-016,01XXXX,36858.0
2024-01-31,FAC-D,01-017,01XXXX,357865.0
2024-01-31,FAC-D,01-018,01XXXX,243684.0
2024-01-31,FAC-D,01-019,01XXXX,346272.0
2024-01-31,FAC-D,01-020,01XXXX,320033.0
2024-01-31,FAC-D,01-021,01XXXX,281205.0
2024-01-31,FAC-D,01-023,01XXXX,333369.0
2024-01-31,FAC-D,01-024,01XXXX,80738.0
2024-01-31,FAC-D,01-025,01XXXX,109690.0
2024-01-31,FAC-D,01-026,01XXXX,39435.0
2024-01-31,FAC-D,01-027,01XXXX,432786.0
2024-01-31,FAC-D,01-028,01XXXX,406003.0
2024-01-31,FAC-D,01-029,01XXXX,59704.0
2024-01-31,FAC-D,01-030,01XXXX,57543.0
2024-01-31,FAC-D,02-001,02XXXX,357238.0
2024-01-31,FAC-D,02-004,02XXXX,36037.0
2024-01-31,FAC-D,02-005,02XXXX,28725.0
2024-01-31,FAC-D,02-006,02XXXX,92303.0
2024-01-31,FAC-D,02-007,02XXXX,396109.0
2024-01-31,FAC-D,02-008,02XXXX,430516.0
2024-01-31,FAC-D,02-010,02XXXX,80971.0
2024-01-31,FAC-D,02-011,02XXXX,405958.0
2024-01-31,FAC-D,02-013,02XXXX,35831.0
2024-01-31,FAC-D,02-014,02XXXX,180720.0
2024-01-31,FAC-D,02-016,02XXXX,161780.0
2024-01-31,FAC-D,02-018,02XXXX,106126.0
2024-01-31,FAC-D,02-019,02XXXX,393381.0
2024-01-31,FAC-D,02-022,02XXXX,324622.0
2024-01-31,FAC-D,02-023,02XXXX,220005.0
2024-01-31,FAC-D,02-024,02XXXX,376955.0
2024-01-31,FAC-D,02-025,02XXXX,428979.0
2024-01-31,FAC-D,03-003,03XXXX,286866.0
2024-01-31,FAC-D,03-004,03XXXX,50075.0
2024-01-31,FAC-D,03-006,03XXXX,55247.0
2024-01-31,FAC-D,03-008,03XXXX,284987.0
2024-01-31,FAC-D,03-009,03XXXX,428092.0
2024-01-31,FAC-D,03-013,03XXXX,160941.0
2024-01-31,FAC-D,03-015,03XXXX,130132.0
2024-01-31,FAC-D,04-002,04XXXX,262664.0
2024-01-31,FAC-D,04-006,04XXXX,356459.0
2024-01-31,FAC-D,04-007,04XXXX,428690.0
2024-01-31,FAC-D,04-008,04XXXX,403651.0
2024-01-31,FAC-D,04-009,04XXXX,301965.0
2024-01-31,FAC-D,04-010,04XXXX,320379.0
2024-01-31,FAC-D,04-011,04XXXX,385081.0
2024-01-31,FAC-D,04-012,04XXXX,477604.0
2024-01-31,FAC-D,04-013,04XXXX,326184.0
2024-01-31,FAC-D,04-016,04XXXX,420693.0
2024-01-31,FAC-D,04-018,04XXXX,302834.0
2024-01-31,FAC-D,04-020,04XXXX,173737.0
2024-01-31,FAC-D,04-021,04XXXX,394309.0
2024-01-31,FAC-D,04-023,04XXXX,349455.0
2024-01-31,FAC-D,04-024,04XXXX,70544.0
2024-01-31,FAC-D,04-025,04XXXX,25150.0
2024-01-31,FAC-D,04-026,04XXXX,468167.0
2024-01-31,FAC-D,04-028,04XXXX,266763.0
2024-01-31,FAC-D,04-030,04XXXX,330605.0
2024-01-31,FAC-D,04-031,04XXXX,251872.0
2024-01-31,FAC-D,04-033,04XXXX,413251.0
2024-01-31,FAC-D,04-034,04XXXX,290609.0
2024-01-31,FAC-D,04-035,04XXXX,193805.0
