P_USER,P_CUR_ORG,TU_DON_VI,DEN_DON_VI,FROM_DATE,TO_DATE,TEN_TAP_DOAN,VNM_LOGO,SOURCE,DOCUMENT_NUMBER,CURRENCY,STATUS,JOURNAL,PREIOD,CREATION_DATE,USER_NAME,REFERENCE,LINE,SEGMENT1,SEGMENT3,SEGMENT6,SEGMENT7,SEGMENT9,SEGMENT10,ENTERED_DR,ENTERED_CR,DOC_NUM,ACTUAL_FLAG,BATCH_NAME,INV_VOUCHER_NO,EFFECTIVE_DATE,SEGMENT2,SEGMENT4,SEGMENT5,SEGMENT8,ACCOUNTED_DR,ACCOUNTED_CR,JL_DESCRIPTION,EXTRA_COL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627700,MH11,06XXXX,73837571.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627300,MC02,07PROU,203297410.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627300,MC02,08XXXX,203297410.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627300,MC05,02XXXX,333246185.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627700,MH33,07XXXX,271799796.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627700,MH33,01XXXX,271799796.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627800,MN01,06XXXX,412468549.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627800,MN01,03XXXX,412468549.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,240,627800,MP04,01XXXX,93187626.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627100,MA11,06XXXX,121405540.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627100,MA21,06XXXX,164352065.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627100,MA51,02XXXX,286793683.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627400,MD01,05XXXX,161982754.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627400,MD01,02XXXX,161982754.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627400,MD02,03XXXX,315977308.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627400,MD02,05XXXX,315977308.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH01,02XXXX,250643378.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH02,05XXXX,252372472.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627200,MB03,07PROU,353438154.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627200,MB05,07PROU,264730861.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627200,MB05,08XXXX,264730861.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627200,MB06,04XXXX,185151775.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH14,06XXXX,365348752.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH14,02XXXX,365348752.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH40,07PROU,141273218.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH43,03XXXX,201612825.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH43,07PROU,201612825.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH13,04XXXX,215658148.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH13,07XXXX,215658148.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH11,04XXXX,303005210.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627300,MC02,07XXXX,199288493.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627300,MC05,06XXXX,305972771.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627700,MH33,07XXXX,199500518.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627800,MN01,07XXXX,262695338.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627800,MN01,02XXXX,262695338.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627800,MP04,05XXXX,63957676.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,251,627800,MP04,04XXXX,63957676.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627100,MA11,06XXXX,310898393.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627100,MA11,07PROU,310898393.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627100,MA21,05XXXX,304672532.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627100,MA21,06XXXX,304672532.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627100,MA51,02XXXX,142816864.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627400,MD01,01XXXX,187095876.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627400,MD02,04XXXX,390498600.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH01,06XXXX,213845061.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH01,08XXXX,213845061.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH02,07XXXX,292139401.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH02,04XXXX,292139401.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627200,MB03,02XXXX,183265930.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627200,MB03,07XXXX,183265930.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627200,MB05,05XXXX,270453755.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627200,MB05,06XXXX,270453755.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627200,MB06,04XXXX,126012736.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH14,08XXXX,113673325.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH14,07PROU,113673325.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH40,02XXXX,62857473.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH43,01XXXX,288654690.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH43,06XXXX,288654690.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH13,06XXXX,176254080.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH13,03XXXX,176254080.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH11,02XXXX,262671965.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH11,07PROU,262671965.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627300,MC02,07PROU,58529076.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627300,MC05,08XXXX,271402906.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627300,MC05,02XXXX,271402906.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627700,MH33,07XXXX,240025764.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627800,MN01,04XXXX,182234954.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627800,MN01,05XXXX,182234954.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627800,MP04,01XXXX,222917197.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,244,627800,MP04,07PROU,222917197.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627100,MA11,04XXXX,103863014.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627100,MA21,02XXXX,313291391.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627100,MA21,01XXXX,313291391.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627100,MA51,04XXXX,70034146.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627100,MA51,03XXXX,70034146.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627400,MD01,07PROU,188757148.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627400,MD02,08XXXX,240182204.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH01,04XXXX,226305357.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH02,05XXXX,211346315.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627200,MB03,08XXXX,217113865.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627200,MB03,07XXXX,217113865.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627200,MB05,07XXXX,73450940.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627200,MB06,07XXXX,84009694.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627200,MB06,04XXXX,84009694.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH14,01XXXX,283790298.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH14,07XXXX,283790298.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH40,06XXXX,403341618.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH43,08XXXX,141954324.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH13,05XXXX,160219677.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH11,03XXXX,163603518.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH11,01XXXX,163603518.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627300,MC02,07XXXX,390395993.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627300,MC02,02XXXX,390395993.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627300,MC05,08XXXX,175905840.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627300,MC05,03XXXX,175905840.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH33,06XXXX,336101587.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627700,MH33,05XXXX,336101587.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627800,MN01,07XXXX,360117294.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,252,627800,MP04,07PROU,386552655.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA11,02XXXX,96401608.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA11,04XXXX,96401608.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA21,07XXXX,53431703.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA21,04XXXX,53431703.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA51,03XXXX,187832708.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627100,MA51,02XXXX,187832708.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627400,MD01,04XXXX,157158030.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627400,MD02,03XXXX,110265098.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH01,05XXXX,186505326.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH01,07XXXX,186505326.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH02,05XXXX,238255696.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627200,MB03,07PROU,344588265.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627200,MB03,01XXXX,344588265.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627200,MB05,06XXXX,261840729.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627200,MB06,07PROU,332426683.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627200,MB06,06XXXX,332426683.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH14,06XXXX,225675084.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH14,05XXXX,225675084.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH40,05XXXX,358077085.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH40,07XXXX,358077085.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH43,07XXXX,59784331.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH43,07PROU,59784331.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH13,03XXXX,65699813.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH13,07PROU,65699813.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH11,06XXXX,144899433.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH11,04XXXX,144899433.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627300,MC02,07PROU,286794901.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627300,MC05,07PROU,78996274.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH33,05XXXX,77852252.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627700,MH33,06XXXX,77852252.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627800,MN01,05XXXX,368909882.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,246,627800,MP04,06XXXX,300358683.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627100,MA11,07XXXX,173440857.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627100,MA11,05XXXX,173440857.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627100,MA21,05XXXX,176596585.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627100,MA51,05XXXX,208387949.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627100,MA51,02XXXX,208387949.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627400,MD01,07PROU,324891156.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627400,MD01,04XXXX,324891156.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627400,MD02,07XXXX,158709490.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH01,05XXXX,69875067.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH02,03XXXX,223450502.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627200,MB03,04XXXX,187651622.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627200,MB05,07XXXX,336123542.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627200,MB06,03XXXX,321589561.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627200,MB06,08XXXX,321589561.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH14,07XXXX,288677001.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH40,01XXXX,136546601.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH43,08XXXX,327621799.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH13,06XXXX,167989801.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH13,07PROU,167989801.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH11,02XXXX,379252770.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627300,MC02,05XXXX,183776478.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627300,MC02,06XXXX,183776478.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627300,MC05,04XXXX,181084614.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627300,MC05,07PROU,181084614.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH33,05XXXX,294858503.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627700,MH33,01XXXX,294858503.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627800,MN01,01XXXX,181813368.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627800,MP04,01XXXX,328201331.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,249,627800,MP04,07PROU,328201331.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627100,MA11,07PROU,70427634.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627100,MA11,01XXXX,70427634.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627100,MA21,06XXXX,236249534.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627100,MA51,05XXXX,273668337.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627400,MD01,02XXXX,163628072.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627400,MD01,06XXXX,163628072.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627400,MD02,01XXXX,155008980.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627700,MH01,05XXXX,242395888.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627700,MH01,06XXXX,242395888.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627700,MH02,08XXXX,330768667.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627200,MB03,07XXXX,90942531.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627200,MB03,07PROU,90942531.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627200,MB05,07XXXX,142660900.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627200,MB06,03XXXX,353186954.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627700,MH14,07PROU,83708415.0,0,Journal Import Created,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,245,627700,MH14,04XXXX,83708415.0,0,Journal Import Created,
