P_USER,P_CUR_ORG,TU_DON_VI,DEN_DON_VI,FROM_DATE,TO_DATE,TEN_TAP_DOAN,VNM_LOGO,CATEGORY,SOURCE,DOCUMENT_NUMBER,CURRENCY,STATUS,JOURNAL,PREIOD,CREATION_DATE,USER_NAME,REFERENCE,LINE,SEGMENT1,SEGMENT2,SEGMENT3,SEGMENT4,SEGMENT5,SEGMENT6,SEGMENT7,SEGMENT8,SEGMENT9,SEGMENT10,ENTERED_DR,ENTERED_CR,JL_DESCRIPTION,DOC_NUM,ACTUAL_FLAG,BATCH_NAME,INV_VOUCHER_NO,EFFECTIVE_DATE,ACCOUNTED_DR,ACCOUNTED_CR,EXTRA_COL
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/01/2024,30449674.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/01/2024,159015470.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/01/2024,131394569.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,29/02/2024,30680686.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,29/02/2024,78678259.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,29/02/2024,82940863.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,29/02/2024,173514453.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,29/02/2024,116819258.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,29/02/2024,88468907.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,29/02/2024,197293732.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,29/02/2024,42799889.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,29/02/2024,95995432.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,29/02/2024,111238698.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,29/02/2024,98275170.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,29/02/2024,120184856.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,29/02/2024,21695870.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,29/02/2024,30743790.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,29/02/2024,37914550.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,29/02/2024,42494225.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,29/02/2024,178980682.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/03/2024,123384442.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/03/2024,40125222.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/03/2024,39301413.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/03/2024,38248274.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/03/2024,32533457.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/03/2024,47199891.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/03/2024,111683805.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/03/2024,19038454.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/03/2024,113077372.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/03/2024,198199468.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/03/2024,20158657.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/03/2024,175331417.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/03/2024,41130066.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/03/2024,80016442.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/03/2024,122455596.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/03/2024,105148451.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/03/2024,15709479.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,30/04/2024,162791518.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,30/04/2024,108251664.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,30/04/2024,29883672.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,30/04/2024,102606307.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,30/04/2024,58904763.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,30/04/2024,13076213.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,30/04/2024,47578519.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,30/04/2024,36592299.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,30/04/2024,129379759.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,30/04/2024,159867788.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,30/04/2024,26810017.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,30/04/2024,130446067.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,30/04/2024,81734819.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,30/04/2024,61291994.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,30/04/2024,135542476.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,30/04/2024,88992973.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,30/04/2024,115235557.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/05/2024,26283274.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/05/2024,50956904.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/05/2024,42517653.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/05/2024,48052232.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/05/2024,25430044.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/05/2024,100706632.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/05/2024,30328642.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/05/2024,215493760.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/05/2024,153242184.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/05/2024,44617256.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/05/2024,189758709.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/05/2024,110777644.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/05/2024,141538184.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/05/2024,69899688.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/05/2024,98220138.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/05/2024,32874942.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/05/2024,66420046.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,30/06/2024,39106394.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,30/06/2024,96241902.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,30/06/2024,65843775.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,30/06/2024,25281044.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,30/06/2024,77870539.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,30/06/2024,61560657.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,30/06/2024,158874522.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,30/06/2024,96965296.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,30/06/2024,86114956.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,30/06/2024,191229610.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,30/06/2024,35944757.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,30/06/2024,170279007.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,30/06/2024,24271569.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,30/06/2024,131368550.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,30/06/2024,39794956.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,30/06/2024,43434638.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,30/06/2024,45099636.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/07/2024,137331222.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/07/2024,87024404.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/07/2024,92596499.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/07/2024,89986300.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/07/2024,92075082.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/07/2024,152169869.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/07/2024,60607954.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/07/2024,84023006.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/07/2024,189021657.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/07/2024,36460808.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/07/2024,122862276.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/07/2024,39677891.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/07/2024,129096861.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/07/2024,195409952.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/07/2024,36625642.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/07/2024,61400002.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/07/2024,16714415.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/08/2024,172371736.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/08/2024,82223391.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/08/2024,34244118.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/08/2024,33168309.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/08/2024,144526077.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/08/2024,57128770.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/08/2024,153023378.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/08/2024,143668346.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/08/2024,55164254.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/08/2024,49956818.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/08/2024,117249974.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/08/2024,110901860.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/08/2024,40149194.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/08/2024,109667068.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/08/2024,14941443.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/08/2024,190758448.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/08/2024,160408224.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,30/09/2024,129325902.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,30/09/2024,123320356.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,30/09/2024,97010306.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,30/09/2024,211471758.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,30/09/2024,84560246.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,30/09/2024,217160888.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,30/09/2024,37938842.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,30/09/2024,176270891.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,30/09/2024,118635459.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,30/09/2024,19395886.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,30/09/2024,138386702.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,30/09/2024,71123591.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,30/09/2024,126225559.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,30/09/2024,72325191.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,30/09/2024,147973249.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,30/09/2024,51923343.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,30/09/2024,33193754.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/10/2024,102143571.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/10/2024,176232265.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/10/2024,125085672.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/10/2024,13100621.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/10/2024,49889009.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/10/2024,37266335.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/10/2024,30124319.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/10/2024,108433614.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/10/2024,24450101.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/10/2024,55838793.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/10/2024,44431819.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/10/2024,16802444.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/10/2024,102034521.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/10/2024,155145243.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/10/2024,107685823.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/10/2024,87686296.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/10/2024,35726910.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,30/11/2024,196991600.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,30/11/2024,75362765.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,30/11/2024,128735932.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,30/11/2024,13294311.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,30/11/2024,152997248.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,30/11/2024,13884749.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,30/11/2024,56683934.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,30/11/2024,12112544.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,30/11/2024,146362864.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,30/11/2024,123494999.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,30/11/2024,26667640.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,30/11/2024,162941551.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,30/11/2024,162567789.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,30/11/2024,124816679.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,30/11/2024,73509618.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,30/11/2024,10919707.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,30/11/2024,42467621.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH30,,,,,,,,,,,,,31/12/2024,45580658.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH31,,,,,,,,,,,,,31/12/2024,100681125.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH32,,,,,,,,,,,,,31/12/2024,157469322.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH33,,,,,,,,,,,,,31/12/2024,57150525.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH34,,,,,,,,,,,,,31/12/2024,113656311.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH50,,,,,,,,,,,,,31/12/2024,125093712.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH51,,,,,,,,,,,,,31/12/2024,112687457.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH52,,,,,,,,,,,,,31/12/2024,74820940.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH53,,,,,,,,,,,,,31/12/2024,138341176.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH56,,,,,,,,,,,,,31/12/2024,174349020.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH57,,,,,,,,,,,,,31/12/2024,196153952.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH58,,,,,,,,,,,,,31/12/2024,77783981.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MH65,,,,,,,,,,,,,31/12/2024,61811213.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP10,,,,,,,,,,,,,31/12/2024,120892271.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP14,,,,,,,,,,,,,31/12/2024,40142895.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP15,,,,,,,,,,,,,31/12/2024,198554985.0,0,
,,,,,,,,,,,,,,,,,,,,,,,MP17,,,,,,,,,,,,,31/12/2024,39707850.0,0,
